ID,ชื่อเรียกมติแบบง่ายๆ,เรียงตาม ID ไว้ลิงก์กับชีท [T] PeopleVote,ใส่ 0 เพื่อซ่อน,ชื่อวาระการลงมติ,ประเภทการประชุม,วันที่โหวต (ใส่ให้ถูก Format),ผ่าน/ไม่ผ่าน,คำอธิบายการประชุมลงมติ,ชื่อเอกสาร 1,ลิงค์ไปที่เอกสาร 1,ชื่อเอกสาร 2,ลิงค์ไปที่เอกสาร 2,meeting_id,Reference
10,ตั้ง กมธ. วิสามัญ ศึกษาโครงการผันน้ำ โขง เลย ชี มูล ป่าสัก,votelog.__10,1,ตั้งคณะกรรมาธิการวิสามัญพิจารณาศึกษาโครงการผันน้ำ โขง เลย ชี มูล ป่าสัก,ประชุมสภาผู้แทนราษฎร,2562-11-22,ผ่าน,"เนื่องจากภาคตะวันออกเฉียงเหนือเป็นภูมิภาคที่มีพื้นที่การเกษตรจำนวนเกือบ 70,000,000 ไร่ แต่มีพื้นที่ชลประทานน้อยที่สุดเพียง 8.06 ล้านไร่ หรือคิดเป็นร้อยละ 11.53 ของพื้นที่การเกษตร ทำให้พื้นที่อีก 60 ล้านไร่ ต้องอาศัยน้ำฝนเพื่อทำการเกษตร ทำให้ขาดความมั่นคงในเรื่องน้ำ ในช่วงฤดูฝนพื้นที่ดังกล่าวต้องประสบปัญหาน้ำท่วม และในฤดูแล้งต้องประสานงานการผลิตและน้ำเป็นประจำเกือบทุกปี ทำให้ผลผลิตข้าวนาปีและผลผลิตทางการเกษตรต่างๆ มีปริมาณการผลิตที่ค่อนข้างต่ำกว่าทุกภูมิภาคของประเทศ ส่งผลให้เกษตรกรในพื้นที่มีรายได้ไม่เพียงพอต่อการยังชีพ จึงได้รับความเดือดร้อน ดังนั้น ที่ประชุมจึงพิจารณาตั้งกรรมาธิการวิสามัญ เพื่อศึกษาว่าหากพื้นที่ดังกล่าวมีการก่อสร้างโครงการผันน้ำโขง เลย ชี มูล ป่าสัก จะก่อให้เกิดประโยชน์ต่อประชาชนหรือไม่",ใบประมวลผลการลงมติ,http://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20191122170454A1.pdf,-,-,4169,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4169
11,ตั้ง กมธ. วิสามัญ ศึกษาผลกระทบจาก ม. 44,votelog.__11,1,พิจารณาตั้งคณะกรรมาธิการวิสามัญ เพื่อศึกษาผลกระทบจากการกระทำ ประกาศ และคำสั่งของคณะรักษาความสงบแห่งชาติ และการใช้อำนาจของหัวหน้าคณะรักษาความสงบแห่งชาติ ตามมาตรา 44,ประชุมสภาผู้แทนราษฎร,2562-12-04,ไม่ผ่าน,จากญัตติด่วนให้ตั้งคณะกรรมาธิการวิสามัญเพื่อศึกษาผลกระทบจาก ม.44 ที่คงอยู่หลังช่วงรัฐประหาร ในวันที่ 27 พ.ย. 2562 ที่ประชุมได้ลงมติให้ตั้ง กมธ. วิสามัญเพื่อพิจารณาญัตติดังกล่าว ผลการลงมติ เห็นชอบด้วยคะแนนเสียง 236 เสียง ไม่เห็นชอบด้วยคะแนนเสียง 231 เสียง และงดออกเสียง 2 เสียง แต่นายวิรัช รัตนเศรษฐ (พรรคพลังประชารัฐ) เสนอญัตติขอให้นับคะแนนใหม่ โดยมีผู้รับรองถูกต้อง นายชวน หลีกภัย ประธานสภาผู้แทนราษฎร แจ้งต่อที่ประชุมว่าสมาชิกสามารถใช้สิทธิให้นับคะแนนใหม่ได้ ตามข้อบังคับฯ ข้อ 85 โดยเปลี่ยนวิธีการนับคะแนนใหม่เป็นวิธีเรียกชื่อสมาชิกตามหมายเลขประจำตัวสมาชิก ตาม ข้อบังคับฯ ข้อ 83 (2) ซึ่งพรรคร่วมฝ่ายค้านได้อภิปรายไม่เห็นด้วย และมีการเดินออกจากห้องประชุม (walk out) ทำให้องค์ประชุมไม่ครบ ญัตติดังกล่าวได้รับการพิจารณาอีกครั้งในวันรุ่นขึ้น แต่ก็ไม่ครบองค์ประชุม เพราะฝ่ายค้านขอคงจุดยืนไม่ร่วมนับใหม่ ทำให้ไม่สามารถลงมติได้ ญัตติดังกล่าว ได้รับการพิจารณาอีกครั้งในวันที่ 4 ธันวาคม 2562 ผลการนับคะแนนปรากฎว่า ที่ประชุมลงมติเห็นด้วย 5 คน ไม่เห็นด้วย 244 คน และงดออกเสียงอีก 6 คน ทำให้ที่ประชุมมีมติ ไม่ตั้ง กมธ.วิสามัญศึกษาผลกระทบจากประกาศ และคำสั่งของ คสช. และการใช้อำนาจของหัวหน้าคสช. ตามมาตรา 44,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20191128082252A2.pdf,-,-,4172,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4172
12,ตั้ง กมธ. วิสามัญ ตรวจสอบละเมิดสิทธิมนุษยชน,votelog.__12,1,ตั้งคณะกรรมาธิการวิสามัญเพื่อตรวจ สอบและศึกษา ติดตามการทำงานของหน่วยงานภาครัฐ ต่อการถูกละเมิดสิทธิมนุษยชนและถูกประทุษร้ายของประชาชน,ประชุมสภาผู้แทนราษฎร,2562-12-19,ผ่าน,จากกรณีการถูกละเมิดสิทธิมนุษยชนและถูกประทุษร้ายของประชาชน โดยเฉพาะปัญหาความรุนแรงในพื้นที่จังหวัดชายแดนใต้ ส.ส. หลายพรรคเห็นว่าเกิดจากข้อผิดพลาดเรื่องการกำหนดนโยบายรัฐบาลทั้งอดีตและปัจจุบัน รวมถึงการละเมิดสิทธิมนุษยชน ที่มีการละเมิดสิทธิการเคลื่อนไหวการต่อสู้ เพื่อเรียกร้องสิทธิเสรีภาพตามรัฐธรรมนูญทั่วประเทศนั้นก็เกิดขึ้นบ่อยครั้ง แต่กลับหาตัวผู้ทำผิดหรือผู้อยู่เบื้องหลังมาลงโทษไม่ได้ สภาผู้แทนราษฎร จึงเห็นชอบตั้งคณะกรรมาธิการวิสามัญเพื่อตรวจ สอบและศึกษา ติดตามการทำงานของหน่วยงานภาครัฐต่อการถูกละเมิดสิทธิมนุษยชนและถูกประทุษร้ายของประชาชน เพื่อตรวจสอบและติดตาม,ใบประมวลผลการลงมติ,http://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20191219171121A1.pdf,-,-,4175,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4175
13,ตั้ง กมธ. วิสามัญ ตรวจสอบโครงการก่อสร้างอาคารรัฐสภาแห่งใหม่,votelog.__13,1,ตั้งคณะกรรมาธิการวิสามัญตรวจสอบโครงการก่อสร้างอาคารรัฐสภาแห่งใหม่,ประชุมสภาผู้แทนราษฎร,2562-12-20,ผ่าน,"จากกรณีที่สังคมตั้งคำถามว่า การก่อสร้างรัฐสภาใหม่ ที่สำนักงานเลขาธิการสภาฯ ว่าจ้างบริษัท ซิโน-ไทย เอ็นจีเนียริ่ง แอนด์คอนสตรัคชั่น จำกัด (มหาชน) วงเงิน 1.2 หมื่นล้านบาท สัญญาหลัก 900 วัน ที่ต้องแล้วเสร็จ 24 พ.ย. 2558 นั้น มีเหตุผลอย่างไรที่ทำการก่อสร้างไม่แล้วเสร็จและต้องต่อสัญญาไปอีก 4 ครั้ง ทำให้รวมเวลาก่อสร้างอาคารทั้งหมดกว่า 2,000 วัน ทั้งนี้ มีผู้ตั้งข้อสังเกตว่า เหตุผลที่อ้างเพื่อขยายสัญญาก่อสร้างให้ผู้รับจ้างนั้น เพราะมีการแก้ไขแบบ ทั้งๆ ที่เทคโนโลยีสมัยใหม่สามารถแก้ไขแบบได้โดยใช้เวลาไม่นาน มีเจตนาทำให้แบบมีปัญหาหรือไม่ เพื่อใช้เป็นข้ออ้างให้ผู้ว่าจ้างขยายสัญญาโดยผู้รับจ้างไม่ได้กระทำผิดกฎหมาย ที่ประชุมสภาฯ มีมติเห็นชอบให้ตั้งคณะกรรมาธิการวิสามัญตรวจสอบโครงการก่อสร้างอาคารรัฐสภาแห่งใหม่ 354 เสียง และงดออกเสียง 2 เสียง โดยมีกรอบระยะเวลาดำเนินงาน 60 วัน ทั้งนี้ นายชวน หลีกภัย ประธานสภาฯ ได้แจ้งให้ทราบด้วยว่า ตนให้เลขาธิการสภาฯ ศึกษากระบวนการใช้พื้นที่อาคารรัฐสภา ซึ่งเป็นเรื่องของการเตรียมการไว้ในอนาคตด้วย",ใบประมวลผลการลงมติ,http://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20191220131329A1.pdf,-,-,4176,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4176
14,ร่าง พ.ร.บ. แก้ไขวิธีพิจารณาความแพ่ง (ไกล่เกลี่ยข้อพิพาทก่อนฟ้องคดี) (วาระ 1),votelog.__14,0,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความแพ่ง,ประชุมร่วมกันของรัฐสภา,2562-12-24,ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20191225131128A7.pdf,,,4177,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4177
15,ร่าง พ.ร.บ. งบประมาณ 2563 (วาระ 3) รอบที่ 1,votelog.__15,1,ร่างพระราชบัญญัติงบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. 2563,ประชุมสภาผู้แทนราษฎร,2563-01-11,ผ่าน (แต่วินิจฉัยภายหลังว่าขัดต่อ รธน.),"การพิจารณาร่างพระราชบัญญัติ (พ.ร.บ.) งบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. 2563 วงเงิน 3,200,000 ล้านบาท ร่างดังกล่าว มีทั้งสิ้น 55 มาตรา ปรับลดทั้งสิ้น 16,231 ล้านบาท เพื่อนำไปจัดสรรให้กับส่วนราชการ และองค์กรอิสระแทน และประเด็นที่มีการอภิปรายมากที่สุดคือ งบประมาณในสัดส่วนรายกระทรวง โดยเฉพาะกระทรวงกลาโหม ที่กรรมาธิการ (กมธ.) วิสามัญเพื่อพิจารณางบประมาณฯ ปรับลดมากที่สุดกว่า 1,518 ล้านบาท",ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20200111175706A101.pdf,,,4180,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4180
16,ตั้ง กมธ. วิสามัญ ศึกษาโครงการจัดตั้งกระทรวงการข้าว,votelog.__16,1,ตั้งคณะกรรมาธิการวิสามัญพิจารณาศึกษาโครงการจัดตั้งกระทรวงการข้าว,ประชุมสภาผู้แทนราษฎร,2563-01-16,ไม่ผ่าน,ด้วยปัจจุบันประชากรส่วนใหญ่ของประเทศประกอบอาชีพเกษตรกรรม แต่กลับมีฐานะยากจนและถูกเอารัดเอาเปรียบมาโดยตลอด อีกทั้งการบริหารจัดการข้าวในอดีตเป็นภารกิจที่อยู่ในความรับผิดชอบของหลายหน่วยงาน ทำให้ไม่สามารถบริหารจัดการข้าวได้อย่างมีระบบและครบวงจร จนเกิดช่องว่างระหว่างภาคการผลิต การแปรรูป และการจำหน่าย ซึ่งกรณีดังกล่าวเป็นเรื่องที่ส่งผลกระทบ ทั้งในด้านเศรษฐกิจ คุณภาพชีวิตความเป็นอยู่ของประชาชน และความมั่นคงของประเทศ จึงมีญัตติขอเสนอให้ตั้งคณะกรรมาธิการวิสามัญพิจารณาศึกษาโครงการจัดตั้งกระทรวงการข้าว แต่เนื่องจากสมาชิกมีความเห็นต่าง ให้ส่งเรื่องไปยังคณะกรรมาธิการการเกษตรและสหกรณ์ ประธานได้ขอมติที่ประชุม ซึ่งที่ประชุมลงมติเห็นด้วย 343 เสียง ให้ส่งคณะกรรมาธิการการเกษตรและสหกรณ์ต่อไป,ใบประมวลผลการลงมติ,http://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20200116150748A3.pdf,-,-,4182,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4182
17,ร่าง พ.ร.บ. งบประมาณ 2563 (วาระ 3) รอบที่ 2,votelog.__17,1,พระราชบัญญัติงบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. ​2563,ประชุมสภาผู้แทนราษฎร,2563-02-13,ผ่าน,"การพิจารณาร่างพระราชบัญญัติ (พ.ร.บ.) งบประมาณรายจ่ายประจำปีงบประมาณ พ.ศ. 2563 วงเงิน 3,200,000 ล้านบาท ร่างดังกล่าว มีทั้งสิ้น 55 มาตรา ปรับลดทั้งสิ้น 16,231 ล้านบาท เพื่อนำไปจัดสรรให้กับส่วนราชการ และองค์กรอิสระแทน และประเด็นที่มีการอภิปรายมากที่สุดคือ งบประมาณในสัดส่วนรายกระทรวง โดยเฉพาะกระทรวงกลาโหม ที่กรรมาธิการ (กมธ.) วิสามัญเพื่อพิจารณางบประมาณฯ ปรับลดมากที่สุดกว่า 1,518 ล้านบาท",ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20200214142748A89.pdf,,,4190,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4190
18,ตั้ง กมธ. วิสามัญ ศึกษาแนวทางป้องกันไม่ให้เกิดการรัฐประหารขึ้นอีกในอนาคต,votelog.__18,1,ตั้งคณะกรรมาธิการวิสามัญ เพื่อศึกษาแนวทางป้องกันไม่ให้เกิดการรัฐประหารขึ้นอีกในอนาคต,ประชุมสภาผู้แทนราษฎร,2563-02-20,ไม่ผ่าน,จากกรณี ส.ส. พรรคฝ่ายค้าน ยกประเด็นว่าการรัฐประหาร 2 ครั้งล่าสุดเป็นต้นเหตุของการเกิดวิกฤติการการเมือง ที่ผ่านมาประเทศไทยไม่ใช้วิถีทางประชาธิปไตยในการแก้ไขปัญหาการเมือง แต่กลับใช้การรัฐประหาร เกิดการแตกขั้วทำลาย ความชอบธรรมจากการเลือกตั้งและความชอบธรรมจากการตรวจสอบการใช้อำนาจรัฐ ดังนั้นจึงอยากให้พิจารณาตั้งคณะกรรมาธิการวิสามัญเพื่อศึกษาแนวทางป้องกันไม่ให้เกิดรัฐประหารขึ้นอีกในอนาคต ประกาศศักดิ์ศรีของผู้แทนราษฎรว่าจะไม่ยอมจำนนต่อคณะรัฐประหาร และไม่ใช่ผู้แทนของคณะรัฐประหาร อีกทั้งญัตตินี้ไม่มีผลต่อความมั่นคงของรัฐบาล ไม่กระทบการทำงานของรัฐบาลที่ยังบริหารงานต่อไปได้ ที่ประชุมสภาผู้แทนราษฎร มีมติเสียงข้างมาก 242 เสียง ไม่เห็นชอบให้มีการตั้ง กมธ.ศึกษาแนวทางป้องกันรัฐประหารฯ ดังกล่าว โดยมีผู้เห็นชอบจำนวน 216 เสียง งดออกเสียง 2 ราย จากจำนวนผู้เข้าประชุม 460 ราย,ใบประมวลผลการลงมติ,http://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20200220141311A1.pdf,-,-,4193,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4193
19,ร่าง พ.ร.บ. วิทยุโทรทัศน์ (วาระ 1),votelog.__19,1,ร่างพระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม,ประชุมสภาผู้แทนราษฎร,2563-02-20,ผ่าน,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20200220141311A3.pdf,,,4193,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4193
